No,tanggal,hari,bulan,tahun,barang,nopol,netto_kg,kabkot_supplier,jenis_kendaraan_supplier
44183,20/01/2021,20,1,2021,Sampah,aa 9847 da,540,Kabupaten Kebumen,Kendaraan Khusus
44184,20/01/2021,20,1,2021,Sampah,aa 9845 da,390,Kabupaten Kebumen,Kendaraan Khusus
44185,20/01/2021,20,1,2021,Sampah,aa 9576 ha,765,Kota Magelang,Kendaraan Khusus
44186,20/01/2021,20,1,2021,Sampah,aa 9582 fa,1545,Kabupaten Wonosobo,Kendaraan Khusus
44188,20/01/2021,20,1,2021,Sampah,aa 9586 ga,1625,Kabupaten Magelang,Kendaraan Khusus
44189,20/01/2021,20,1,2021,Sampah,aa 9532 ha,2830,Kota Magelang,Kendaraan Khusus
44191,20/01/2021,20,1,2021,Sampah,aa 9568 fa,1365,Kabupaten Wonosobo,Kendaraan Khusus
44192,20/01/2021,20,1,2021,Sampah,aa 9828 da,480,Kabupaten Kebumen,Kendaraan Khusus
44193,20/01/2021,20,1,2021,Sampah,aa 9846 da,300,Kabupaten Kebumen,Kendaraan Khusus
44195,20/01/2021,20,1,2021,Sampah,aa 9581 ga,1080,Kabupaten Magelang,Kendaraan Khusus
44200,19/01/2021,19,1,2021,Sampah,aa 9530 ha,3470,Kota Magelang,Kendaraan Khusus
44201,19/01/2021,19,1,2021,Sampah,aa 9585 ga,895,Kabupaten Magelang,Kendaraan Khusus
44203,19/01/2021,19,1,2021,Sampah,aa 9532 ha,1740,Kota Magelang,Kendaraan Khusus
44204,19/01/2021,19,1,2021,Sampah,aa 9568 fa,65,Kabupaten Wonosobo,Kendaraan Khusus
44206,19/01/2021,19,1,2021,Sampah,aa 9574 fa,940,Kabupaten Wonosobo,Kendaraan Khusus
44207,19/01/2021,19,1,2021,Sampah,aa 9577 fa,1490,Kabupaten Wonosobo,Kendaraan Khusus
44209,19/01/2021,19,1,2021,Sampah,aa 9848 da,430,Kabupaten Kebumen,Kendaraan Khusus
44212,19/01/2021,19,1,2021,Sampah,aa 9569 fa,855,Kabupaten Wonosobo,Kendaraan Khusus
44214,19/01/2021,19,1,2021,Sampah,aa 1737 jh,935,Kabupaten Kebumen,Mobil Pribadi
44215,19/01/2021,19,1,2021,Sampah,aa 9580 fa,1570,Kabupaten Wonosobo,Kendaraan Khusus
44216,19/01/2021,19,1,2021,Sampah,aa 9585 ga,765,Kabupaten Magelang,Kendaraan Khusus
44217,19/01/2021,19,1,2021,Sampah,aa 9845 da,420,Kabupaten Kebumen,Kendaraan Khusus
44218,19/01/2021,19,1,2021,Sampah,aa 9849 da,680,Kabupaten Kebumen,Kendaraan Khusus
44219,19/01/2021,19,1,2021,Sampah,aa 9579 fa,1670,Kabupaten Wonosobo,Kendaraan Khusus
44220,19/01/2021,19,1,2021,Sampah,aa 9530 ha,3580,Kota Magelang,Kendaraan Khusus
44221,19/01/2021,19,1,2021,Sampah,aa 9536 ha,1080,Kota Magelang,Kendaraan Khusus
44222,19/01/2021,19,1,2021,Sampah,aa 9873 da,750,Kabupaten Kebumen,Kendaraan Khusus
44223,19/01/2021,19,1,2021,Sampah,aa 9577 fa,1730,Kabupaten Wonosobo,Kendaraan Khusus
44224,19/01/2021,19,1,2021,Sampah,aa 9570 fa,1935,Kabupaten Wonosobo,Kendaraan Khusus
44225,19/01/2021,19,1,2021,Sampah,aa 9540 ha,1140,Kota Magelang,Kendaraan Khusus
44227,19/01/2021,19,1,2021,Sampah,aa 9531 aa,2255,Kota Magelang,Kendaraan Khusus
44228,19/01/2021,19,1,2021,Sampah,aa 9578 fa,1930,Kabupaten Wonosobo,Kendaraan Khusus
44229,19/01/2021,19,1,2021,Sampah,aa 9541 ha,2410,Kota Magelang,Kendaraan Khusus
44232,19/01/2021,19,1,2021,Sampah,aa 9537 ha,2880,Kota Magelang,Kendaraan Khusus
44233,19/01/2021,19,1,2021,Sampah,aa 9538 ha,3660,Kota Magelang,Kendaraan Khusus
44234,19/01/2021,19,1,2021,Sampah,aa 9541 ha,1790,Kota Magelang,Kendaraan Khusus
44235,19/01/2021,19,1,2021,Sampah,aa 9569 ga,1095,Kabupaten Magelang,Kendaraan Khusus
44236,19/01/2021,19,1,2021,Sampah,aa 9536 ha,1030,Kota Magelang,Kendaraan Khusus
44237,19/01/2021,19,1,2021,Sampah,aa 9532 ha,4060,Kota Magelang,Kendaraan Khusus
44238,19/01/2021,19,1,2021,Sampah,aa 9848 da,390,Kabupaten Kebumen,Kendaraan Khusus
44239,19/01/2021,19,1,2021,Sampah,aa 9578 aa,610,Kota Magelang,Kendaraan Khusus
44242,19/01/2021,19,1,2021,Sampah,aa 9552 aa,430,Kota Magelang,Kendaraan Khusus
44243,19/01/2021,19,1,2021,Sampah,aa 1886 ha,855,Kota Magelang,Mobil Pribadi
44246,19/01/2021,19,1,2021,Sampah,aa 9582 fa,1265,Kabupaten Wonosobo,Kendaraan Khusus
44247,19/01/2021,19,1,2021,Sampah,aa 9586 ga,1455,Kabupaten Magelang,Kendaraan Khusus
44248,19/01/2021,19,1,2021,Sampah,aa 9846 da,470,Kabupaten Kebumen,Kendaraan Khusus
44249,19/01/2021,19,1,2021,Sampah,aa 9568 fa,1465,Kabupaten Wonosobo,Kendaraan Khusus
44250,19/01/2021,19,1,2021,Sampah,ab 9699 we,195,Kabupaten Gunungkidul,Kendaraan Khusus
44252,19/01/2021,19,1,2021,Sampah,aa 9571 fa,905,Kabupaten Wonosobo,Kendaraan Khusus
44253,19/01/2021,19,1,2021,Sampah,aa 9845 da,520,Kabupaten Kebumen,Kendaraan Khusus
44254,19/01/2021,19,1,2021,Sampah,aa 9576 ha,675,Kota Magelang,Kendaraan Khusus
44256,19/01/2021,19,1,2021,Sampah,aa 9532 da,370,Kabupaten Kebumen,Kendaraan Khusus
44257,18/01/2021,18,1,2021,Sampah,aa 9541 ha,680,Kota Magelang,Kendaraan Khusus
44261,18/01/2021,18,1,2021,Sampah,ab 9699 we,1075,Kabupaten Gunungkidul,Kendaraan Khusus
44262,18/01/2021,18,1,2021,Sampah,aa 9530 ha,4080,Kota Magelang,Kendaraan Khusus
44265,18/01/2021,18,1,2021,Sampah,aa 9532 ha,2150,Kota Magelang,Kendaraan Khusus
44267,18/01/2021,18,1,2021,Sampah,aa 9574 fa,820,Kabupaten Wonosobo,Kendaraan Khusus
44270,18/01/2021,18,1,2021,Sampah,aa 9571 fa,265,Kabupaten Wonosobo,Kendaraan Khusus
44272,18/01/2021,18,1,2021,Sampah,aa 9848 da,320,Kabupaten Kebumen,Kendaraan Khusus
44274,18/01/2021,18,1,2021,Sampah,aa 9568 fa,915,Kabupaten Wonosobo,Kendaraan Khusus
44275,18/01/2021,18,1,2021,Sampah,aa 9578 fa,1530,Kabupaten Wonosobo,Kendaraan Khusus
44276,18/01/2021,18,1,2021,Sampah,aa 9845 da,430,Kabupaten Kebumen,Kendaraan Khusus
44277,18/01/2021,18,1,2021,Sampah,aa 9531 aa,795,Kota Magelang,Kendaraan Khusus
44278,18/01/2021,18,1,2021,Sampah,aa 9569 fa,1465,Kabupaten Wonosobo,Kendaraan Khusus
44280,18/01/2021,18,1,2021,Sampah,aa 9571 fa,1785,Kabupaten Wonosobo,Kendaraan Khusus
44282,18/01/2021,18,1,2021,Sampah,aa 9536 ha,1460,Kota Magelang,Kendaraan Khusus
44283,18/01/2021,18,1,2021,Sampah,aa 9530 ha,3790,Kota Magelang,Kendaraan Khusus
44284,18/01/2021,18,1,2021,Sampah,aa 9849 da,790,Kabupaten Kebumen,Kendaraan Khusus
44285,18/01/2021,18,1,2021,Sampah,aa 1737 jh,785,Kabupaten Kebumen,Mobil Pribadi
44286,18/01/2021,18,1,2021,Sampah,ab 9699 we,1185,Kabupaten Gunungkidul,Kendaraan Khusus
44287,18/01/2021,18,1,2021,Sampah,aa 9579 fa,1630,Kabupaten Wonosobo,Kendaraan Khusus
44288,18/01/2021,18,1,2021,Sampah,aa 9569 ga,975,Kabupaten Magelang,Kendaraan Khusus
44289,18/01/2021,18,1,2021,Sampah,aa 9577 fa,1540,Kabupaten Wonosobo,Kendaraan Khusus
44290,18/01/2021,18,1,2021,Sampah,aa 9873 da,950,Kabupaten Kebumen,Kendaraan Khusus
44291,18/01/2021,18,1,2021,Sampah,aa 9570 fa,1845,Kabupaten Wonosobo,Kendaraan Khusus
44292,18/01/2021,18,1,2021,Sampah,aa 9541 ha,2050,Kota Magelang,Kendaraan Khusus
44294,18/01/2021,18,1,2021,Sampah,aa 9540 ha,900,Kota Magelang,Kendaraan Khusus
44295,18/01/2021,18,1,2021,Sampah,aa 9567 la,1615,Kabupaten Purworejo,Kendaraan Khusus
44296,18/01/2021,18,1,2021,Sampah,aa 9531 ha,3800,Kota Magelang,Kendaraan Khusus
44297,18/01/2021,18,1,2021,Sampah,aa 9530 kh,2670,Kabupaten Magelang,Kendaraan Khusus
44298,18/01/2021,18,1,2021,Sampah,aa 9586 ga,1835,Kabupaten Magelang,Kendaraan Khusus
44299,18/01/2021,18,1,2021,Sampah,aa 9578 fa,2180,Kabupaten Wonosobo,Kendaraan Khusus
44300,18/01/2021,18,1,2021,Sampah,aa 9537 ha,3830,Kota Magelang,Kendaraan Khusus
44301,18/01/2021,18,1,2021,Sampah,aa 9847 da,680,Kabupaten Kebumen,Kendaraan Khusus
44302,18/01/2021,18,1,2021,Sampah,aa 9552 aa,1240,Kota Magelang,Kendaraan Khusus
44303,18/01/2021,18,1,2021,Sampah,aa 1886 ha,595,Kota Magelang,Mobil Pribadi
44304,18/01/2021,18,1,2021,Sampah,aa 9568 fa,1805,Kabupaten Wonosobo,Kendaraan Khusus
44305,18/01/2021,18,1,2021,Sampah,aa 9586 ga,1085,Kabupaten Magelang,Kendaraan Khusus
44307,18/01/2021,18,1,2021,Sampah,aa 9571 fa,1155,Kabupaten Wonosobo,Kendaraan Khusus
44308,18/01/2021,18,1,2021,Sampah,aa 9582 fa,1615,Kabupaten Wonosobo,Kendaraan Khusus
44310,18/01/2021,18,1,2021,Sampah,aa 9848 da,600,Kabupaten Kebumen,Kendaraan Khusus
44311,18/01/2021,18,1,2021,Sampah,aa 9578 aa,690,Kota Magelang,Kendaraan Khusus
44313,18/01/2021,18,1,2021,Sampah,aa 9581 ga,1160,Kabupaten Magelang,Kendaraan Khusus
44314,18/01/2021,18,1,2021,Sampah,aa 9846 da,350,Kabupaten Kebumen,Kendaraan Khusus
44315,18/01/2021,18,1,2021,Sampah,aa 9532 ha,3200,Kota Magelang,Kendaraan Khusus
44316,18/01/2021,18,1,2021,Sampah,aa 9829 da,510,Kabupaten Kebumen,Kendaraan Khusus
44317,18/01/2021,18,1,2021,Sampah,aa 1917 dh,475,Kabupaten Kebumen,Mobil Pribadi
44318,18/01/2021,18,1,2021,Sampah,aa 9576 ha,265,Kota Magelang,Kendaraan Khusus
44321,17/01/2021,17,1,2021,Sampah,aa 9541 ha,540,Kota Magelang,Kendaraan Khusus
44322,17/01/2021,17,1,2021,Sampah,aa 9530 ha,2510,Kota Magelang,Kendaraan Khusus
44323,17/01/2021,17,1,2021,Sampah,aa 9576 ha,535,Kota Magelang,Kendaraan Khusus
44324,17/01/2021,17,1,2021,Sampah,aa 9847 da,460,Kabupaten Kebumen,Kendaraan Khusus
44325,17/01/2021,17,1,2021,Sampah,aa 9829 da,410,Kabupaten Kebumen,Kendaraan Khusus
44327,17/01/2021,17,1,2021,Sampah,aa 9539 ha,3800,Kota Magelang,Kendaraan Khusus
44330,17/01/2021,17,1,2021,Sampah,aa 9552 aa,1670,Kota Magelang,Kendaraan Khusus
44331,17/01/2021,17,1,2021,Sampah,aa 9873 da,490,Kabupaten Kebumen,Kendaraan Khusus
44332,17/01/2021,17,1,2021,Sampah,aa 9846 da,180,Kabupaten Kebumen,Kendaraan Khusus
44333,17/01/2021,17,1,2021,Sampah,aa 9531 ha,3760,Kota Magelang,Kendaraan Khusus
44334,17/01/2021,17,1,2021,Sampah,aa 9582 fa,1345,Kabupaten Wonosobo,Kendaraan Khusus
44336,17/01/2021,17,1,2021,Sampah,aa 9537 ha,2640,Kota Magelang,Kendaraan Khusus
44337,17/01/2021,17,1,2021,Sampah,aa 9538 ha,2880,Kota Magelang,Kendaraan Khusus
44338,17/01/2021,17,1,2021,Sampah,aa 9585 ga,985,Kabupaten Magelang,Kendaraan Khusus
44339,17/01/2021,17,1,2021,Sampah,aa 9532 ha,3090,Kota Magelang,Kendaraan Khusus
44341,16/01/2021,16,1,2021,Sampah,aa 9549 ha,2880,Kota Magelang,Kendaraan Khusus
44343,16/01/2021,16,1,2021,Sampah,ab 9699 we,935,Kabupaten Gunungkidul,Kendaraan Khusus
44345,16/01/2021,16,1,2021,Sampah,aa 9541 ha,630,Kota Magelang,Kendaraan Khusus
44346,16/01/2021,16,1,2021,Sampah,aa 9530 ha,3510,Kota Magelang,Kendaraan Khusus
44351,16/01/2021,16,1,2021,Sampah,aa 9848 da,410,Kabupaten Kebumen,Kendaraan Khusus
44352,16/01/2021,16,1,2021,Sampah,aa 9574 fa,820,Kabupaten Wonosobo,Kendaraan Khusus
44353,16/01/2021,16,1,2021,Sampah,aa 9577 fa,1420,Kabupaten Wonosobo,Kendaraan Khusus
44356,16/01/2021,16,1,2021,Sampah,aa 9576 ha,195,Kota Magelang,Kendaraan Khusus
44357,16/01/2021,16,1,2021,Sampah,aa 1737 jh,375,Kabupaten Kebumen,Mobil Pribadi
44358,16/01/2021,16,1,2021,Sampah,aa 9552 aa,1080,Kota Magelang,Kendaraan Khusus
44359,16/01/2021,16,1,2021,Sampah,aa 9569 ga,1355,Kabupaten Magelang,Kendaraan Khusus
44360,16/01/2021,16,1,2021,Sampah,aa 9845 da,330,Kabupaten Kebumen,Kendaraan Khusus
44361,16/01/2021,16,1,2021,Sampah,aa 9849 da,650,Kabupaten Kebumen,Kendaraan Khusus
44364,16/01/2021,16,1,2021,Sampah,aa 9571 fa,595,Kabupaten Wonosobo,Kendaraan Khusus
44366,16/01/2021,16,1,2021,Sampah,aa 1737 jh,25,Kabupaten Kebumen,Mobil Pribadi
44367,16/01/2021,16,1,2021,Sampah,aa 9579 fa,1400,Kabupaten Wonosobo,Kendaraan Khusus
44369,16/01/2021,16,1,2021,Sampah,aa 9530 ha,4040,Kota Magelang,Kendaraan Khusus
44370,16/01/2021,16,1,2021,Sampah,aa 9580 fa,1100,Kabupaten Wonosobo,Kendaraan Khusus
44371,16/01/2021,16,1,2021,Sampah Terpilah,aa 1898 ha,300,Kota Magelang,Mobil Pribadi
44373,16/01/2021,16,1,2021,Sampah,aa 9847 da,600,Kabupaten Kebumen,Kendaraan Khusus
44374,16/01/2021,16,1,2021,Sampah,aa 1902 wd,435,Kabupaten Kebumen,Mobil Pribadi
44375,16/01/2021,16,1,2021,Sampah,ab 9699 we,485,Kabupaten Gunungkidul,Kendaraan Khusus
44377,16/01/2021,16,1,2021,Sampah,aa 9531 aa,2585,Kota Magelang,Kendaraan Khusus
44378,16/01/2021,16,1,2021,Sampah,aa 9848 da,420,Kabupaten Kebumen,Kendaraan Khusus
44379,16/01/2021,16,1,2021,Sampah,aa 9570 fa,1635,Kabupaten Wonosobo,Kendaraan Khusus
44380,16/01/2021,16,1,2021,Sampah,aa 1734 ah,475,Kota Magelang,Mobil Pribadi
44381,16/01/2021,16,1,2021,Sampah,aa 9530 kh,2420,Kabupaten Magelang,Kendaraan Khusus
44382,16/01/2021,16,1,2021,Sampah,aa 9578 fa,1900,Kabupaten Wonosobo,Kendaraan Khusus
44383,16/01/2021,16,1,2021,Sampah,aa 9577 fa,1720,Kabupaten Wonosobo,Kendaraan Khusus
44384,16/01/2021,16,1,2021,Sampah,aa 9540 ha,710,Kota Magelang,Kendaraan Khusus
44385,16/01/2021,16,1,2021,Sampah Terpilah,aa 1931 fh,665,Kabupaten Wonosobo,Mobil Pribadi
44386,16/01/2021,16,1,2021,Sampah,aa 9541 ha,1370,Kota Magelang,Kendaraan Khusus
44387,16/01/2021,16,1,2021,Sampah,aa 9847 da,640,Kabupaten Kebumen,Kendaraan Khusus
44388,16/01/2021,16,1,2021,Sampah,aa 9829 da,590,Kabupaten Kebumen,Kendaraan Khusus
44391,16/01/2021,16,1,2021,Sampah,aa 9532 ha,3700,Kota Magelang,Kendaraan Khusus
44392,16/01/2021,16,1,2021,Sampah,aa 1886 ha,775,Kota Magelang,Mobil Pribadi
44393,16/01/2021,16,1,2021,Sampah,aa 9586 ga,995,Kabupaten Magelang,Kendaraan Khusus
44394,16/01/2021,16,1,2021,Sampah,aa 9846 da,390,Kabupaten Kebumen,Kendaraan Khusus
44395,16/01/2021,16,1,2021,Sampah,aa 9538 ha,3100,Kota Magelang,Kendaraan Khusus
44396,16/01/2021,16,1,2021,Sampah,aa 9536 ha,1060,Kota Magelang,Kendaraan Khusus
44398,16/01/2021,16,1,2021,Sampah Terpilah,aa 1692 ka,1055,Kabupaten Magelang,Mobil Pribadi
44399,16/01/2021,16,1,2021,Sampah,aa 9585 ga,1245,Kabupaten Magelang,Kendaraan Khusus
44400,16/01/2021,16,1,2021,Sampah,aa 9574 fa,690,Kabupaten Wonosobo,Kendaraan Khusus
44401,16/01/2021,16,1,2021,Sampah,aa 9532 da,360,Kabupaten Kebumen,Kendaraan Khusus
44402,16/01/2021,16,1,2021,Sampah,aa 9582 fa,1575,Kabupaten Wonosobo,Kendaraan Khusus
44404,16/01/2021,16,1,2021,Sampah,aa 9846 da,530,Kabupaten Kebumen,Kendaraan Khusus
44405,16/01/2021,16,1,2021,Sampah,aa 9578 aa,740,Kota Magelang,Kendaraan Khusus
44406,16/01/2021,16,1,2021,Sampah,aa 9568 fa,1335,Kabupaten Wonosobo,Kendaraan Khusus
44407,16/01/2021,16,1,2021,Sampah,aa 9581 ga,1270,Kabupaten Magelang,Kendaraan Khusus
44410,15/01/2021,15,1,2021,Sampah,ab 9699 we,875,Kabupaten Gunungkidul,Kendaraan Khusus
44412,15/01/2021,15,1,2021,Sampah,aa 9530 ha,2880,Kota Magelang,Kendaraan Khusus
44414,15/01/2021,15,1,2021,Sampah,aa 9532 ha,910,Kota Magelang,Kendaraan Khusus
44415,15/01/2021,15,1,2021,Sampah,aa 9541 ha,1330,Kota Magelang,Kendaraan Khusus
44417,15/01/2021,15,1,2021,Sampah,ab 9699 we,375,Kabupaten Gunungkidul,Kendaraan Khusus
44421,15/01/2021,15,1,2021,Sampah,aa 9574 fa,830,Kabupaten Wonosobo,Kendaraan Khusus
44422,15/01/2021,15,1,2021,Sampah,aa 9580 fa,1460,Kabupaten Wonosobo,Kendaraan Khusus
44423,15/01/2021,15,1,2021,Sampah,aa 9848 da,460,Kabupaten Kebumen,Kendaraan Khusus
44424,15/01/2021,15,1,2021,Sampah,aa 9847 da,500,Kabupaten Kebumen,Kendaraan Khusus
44425,15/01/2021,15,1,2021,Sampah,aa 9845 da,370,Kabupaten Kebumen,Kendaraan Khusus
44427,15/01/2021,15,1,2021,Sampah,aa 9586 ga,1085,Kabupaten Magelang,Kendaraan Khusus
44428,15/01/2021,15,1,2021,Sampah,aa 9570 fa,1705,Kabupaten Wonosobo,Kendaraan Khusus
44430,15/01/2021,15,1,2021,Sampah,aa 9569 ga,1255,Kabupaten Magelang,Kendaraan Khusus
44431,15/01/2021,15,1,2021,Sampah,aa 9577 fa,1350,Kabupaten Wonosobo,Kendaraan Khusus
44433,15/01/2021,15,1,2021,Sampah,aa 9530 kh,2550,Kabupaten Magelang,Kendaraan Khusus
44434,15/01/2021,15,1,2021,Sampah,aa 9578 fa,1900,Kabupaten Wonosobo,Kendaraan Khusus
44435,15/01/2021,15,1,2021,Sampah,aa 9537 ha,3260,Kota Magelang,Kendaraan Khusus
44436,15/01/2021,15,1,2021,Sampah,aa 9531 aa,1165,Kota Magelang,Kendaraan Khusus
44437,15/01/2021,15,1,2021,Sampah,aa 1886 ha,645,Kota Magelang,Mobil Pribadi
44439,15/01/2021,15,1,2021,Sampah,aa 9541 ha,2000,Kota Magelang,Kendaraan Khusus
44440,15/01/2021,15,1,2021,Sampah,aa 9553 aa,1240,Kota Magelang,Kendaraan Khusus
44442,15/01/2021,15,1,2021,Sampah,aa 9532 ha,3170,Kota Magelang,Kendaraan Khusus
44443,15/01/2021,15,1,2021,Sampah,aa 9585 ga,1145,Kabupaten Magelang,Kendaraan Khusus
44444,15/01/2021,15,1,2021,Sampah,aa 9582 fa,1295,Kabupaten Wonosobo,Kendaraan Khusus
44445,15/01/2021,15,1,2021,Sampah,aa 9578 aa,700,Kota Magelang,Kendaraan Khusus
44447,15/01/2021,15,1,2021,Sampah,aa 9846 da,170,Kabupaten Kebumen,Kendaraan Khusus
44449,15/01/2021,15,1,2021,Sampah,aa 9567 la,1185,Kabupaten Purworejo,Kendaraan Khusus
44450,15/01/2021,15,1,2021,Sampah,aa 9571 fa,1195,Kabupaten Wonosobo,Kendaraan Khusus
44451,15/01/2021,15,1,2021,Sampah,aa 9568 fa,1345,Kabupaten Wonosobo,Kendaraan Khusus
44454,14/01/2021,14,1,2021,Sampah,aa 9541 ha,660,Kota Magelang,Kendaraan Khusus
44455,14/01/2021,14,1,2021,Sampah,aa 9530 ha,3180,Kota Magelang,Kendaraan Khusus
44456,14/01/2021,14,1,2021,Sampah,aa 9532 ha,1660,Kota Magelang,Kendaraan Khusus
44457,14/01/2021,14,1,2021,Sampah,aa 9574 fa,940,Kabupaten Wonosobo,Kendaraan Khusus
44459,14/01/2021,14,1,2021,Sampah,ab 9699 we,1345,Kabupaten Gunungkidul,Kendaraan Khusus
44460,14/01/2021,14,1,2021,Sampah,aa 9570 fa,395,Kabupaten Wonosobo,Kendaraan Khusus
44461,14/01/2021,14,1,2021,Sampah Terpilah,aa 1898 ha,720,Kota Magelang,Mobil Pribadi
44463,14/01/2021,14,1,2021,Sampah,aa 9848 da,510,Kabupaten Kebumen,Kendaraan Khusus
44466,14/01/2021,14,1,2021,Sampah,aa 9664 da,780,Kabupaten Kebumen,Kendaraan Khusus
44467,14/01/2021,14,1,2021,Sampah,aa 9568 fa,1465,Kabupaten Wonosobo,Kendaraan Khusus
44468,14/01/2021,14,1,2021,Sampah,aa 9577 fa,1690,Kabupaten Wonosobo,Kendaraan Khusus
44470,14/01/2021,14,1,2021,Sampah,aa 9531 aa,2695,Kota Magelang,Kendaraan Khusus
44471,14/01/2021,14,1,2021,Sampah,aa 9845 da,320,Kabupaten Kebumen,Kendaraan Khusus
44472,14/01/2021,14,1,2021,Sampah,aa 9578 aa,410,Kota Magelang,Kendaraan Khusus
44473,14/01/2021,14,1,2021,Sampah,aa 9569 fa,425,Kabupaten Wonosobo,Kendaraan Khusus
44474,14/01/2021,14,1,2021,Sampah,aa 9579 fa,1170,Kabupaten Wonosobo,Kendaraan Khusus
44475,14/01/2021,14,1,2021,Sampah,aa 9569 ga,1225,Kabupaten Magelang,Kendaraan Khusus
44478,14/01/2021,14,1,2021,Sampah,aa 9540 ha,1080,Kota Magelang,Kendaraan Khusus
44480,14/01/2021,14,1,2021,Sampah,aa 9541 ha,1920,Kota Magelang,Kendaraan Khusus
44481,14/01/2021,14,1,2021,Sampah,aa 9530 kh,2710,Kabupaten Magelang,Kendaraan Khusus
44482,14/01/2021,14,1,2021,Sampah Terpilah,aa 9582 fa,855,Kabupaten Wonosobo,Kendaraan Khusus
44483,14/01/2021,14,1,2021,Sampah,aa 9536 ha,1190,Kota Magelang,Kendaraan Khusus
44484,14/01/2021,14,1,2021,Sampah,aa 9848 da,470,Kabupaten Kebumen,Kendaraan Khusus
44485,14/01/2021,14,1,2021,Sampah,aa 9537 ha,4210,Kota Magelang,Kendaraan Khusus
44486,14/01/2021,14,1,2021,Sampah,aa 9578 fa,2070,Kabupaten Wonosobo,Kendaraan Khusus
44487,14/01/2021,14,1,2021,Sampah,aa 1737 jh,475,Kabupaten Kebumen,Mobil Pribadi
44488,14/01/2021,14,1,2021,Sampah,aa 9847 da,490,Kabupaten Kebumen,Kendaraan Khusus
44490,14/01/2021,14,1,2021,Sampah,aa 9873 da,280,Kabupaten Kebumen,Kendaraan Khusus
44491,14/01/2021,14,1,2021,Sampah,aa 1886 ha,955,Kota Magelang,Mobil Pribadi
44492,14/01/2021,14,1,2021,Sampah,aa 9568 fa,1295,Kabupaten Wonosobo,Kendaraan Khusus
44493,14/01/2021,14,1,2021,Sampah,aa 9586 ga,1515,Kabupaten Magelang,Kendaraan Khusus
44495,14/01/2021,14,1,2021,Sampah,aa 9586 ga,1155,Kabupaten Magelang,Kendaraan Khusus
44497,14/01/2021,14,1,2021,Sampah,aa 9582 fa,1395,Kabupaten Wonosobo,Kendaraan Khusus
44499,14/01/2021,14,1,2021,Sampah,aa 9571 fa,1095,Kabupaten Wonosobo,Kendaraan Khusus
44500,14/01/2021,14,1,2021,Sampah,aa 9568 fa,1725,Kabupaten Wonosobo,Kendaraan Khusus
44501,14/01/2021,14,1,2021,Sampah,aa 9829 da,540,Kabupaten Kebumen,Kendaraan Khusus
44502,14/01/2021,14,1,2021,Sampah,aa 9848 da,480,Kabupaten Kebumen,Kendaraan Khusus
44503,14/01/2021,14,1,2021,Sampah,aa 9567 la,1325,Kabupaten Purworejo,Kendaraan Khusus
44505,14/01/2021,14,1,2021,Sampah,aa 9845 da,500,Kabupaten Kebumen,Kendaraan Khusus
44506,14/01/2021,14,1,2021,Sampah,aa 9581 ga,1300,Kabupaten Magelang,Kendaraan Khusus
44508,14/01/2021,14,1,2021,Sampah,aa 9532 da,270,Kabupaten Kebumen,Kendaraan Khusus
44509,14/01/2021,14,1,2021,Sampah,aa 9846 da,250,Kabupaten Kebumen,Kendaraan Khusus
44510,14/01/2021,14,1,2021,Sampah,aa 9576 ha,375,Kota Magelang,Kendaraan Khusus
44514,13/01/2021,13,1,2021,Sampah,ab 9699 we,1385,Kabupaten Gunungkidul,Kendaraan Khusus
44517,13/01/2021,13,1,2021,Sampah,aa 9530 ha,2850,Kota Magelang,Kendaraan Khusus
44518,13/01/2021,13,1,2021,Sampah,aa 9532 ha,2060,Kota Magelang,Kendaraan Khusus
44520,13/01/2021,13,1,2021,Sampah,aa 9541 ha,790,Kota Magelang,Kendaraan Khusus
44524,13/01/2021,13,1,2021,Sampah,aa 9574 fa,920,Kabupaten Wonosobo,Kendaraan Khusus
44525,13/01/2021,13,1,2021,Sampah,aa 1917 dh,1355,Kabupaten Kebumen,Mobil Pribadi
44527,13/01/2021,13,1,2021,Sampah,aa 9577 fa,1660,Kabupaten Wonosobo,Kendaraan Khusus
44530,13/01/2021,13,1,2021,Sampah,aa 9845 da,380,Kabupaten Kebumen,Kendaraan Khusus
44531,13/01/2021,13,1,2021,Sampah,aa 9848 da,550,Kabupaten Kebumen,Kendaraan Khusus
44532,13/01/2021,13,1,2021,Sampah,aa 9578 fa,1000,Kabupaten Wonosobo,Kendaraan Khusus
44533,13/01/2021,13,1,2021,Sampah,aa 9579 fa,1880,Kabupaten Wonosobo,Kendaraan Khusus
44534,13/01/2021,13,1,2021,Sampah,aa 9532 da,370,Kabupaten Kebumen,Kendaraan Khusus
44535,13/01/2021,13,1,2021,Sampah,aa 9569 ga,1855,Kabupaten Magelang,Kendaraan Khusus
44536,13/01/2021,13,1,2021,Sampah,aa 1737 jh,735,Kabupaten Kebumen,Mobil Pribadi
44537,13/01/2021,13,1,2021,Sampah,aa 9567 la,1605,Kabupaten Purworejo,Kendaraan Khusus
44538,13/01/2021,13,1,2021,Sampah,aa 9586 ga,1245,Kabupaten Magelang,Kendaraan Khusus
44539,12/01/2021,12,1,2021,Sampah,ab 9699 we,1445,Kabupaten Gunungkidul,Kendaraan Khusus
44544,12/01/2021,12,1,2021,Sampah,aa 9541 ha,950,Kota Magelang,Kendaraan Khusus
